timestamp,state,event_type,event_details,ram_usage_mb
2025-06-04 16:00:25,working_normal,SAMPLED_STATE,,827.00
2025-06-04 16:00:26,working_normal,SAMPLED_STATE,,827.00
2025-06-04 16:00:27,working_normal,SAMPLED_STATE,,827.00
2025-06-04 16:00:28,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.22s",
2025-06-04 16:00:28,idle,SAMPLED_STATE,,54.53
2025-06-04 16:00:29,idle,SAMPLED_STATE,,54.53
2025-06-04 16:00:30,idle,SAMPLED_STATE,,54.53
2025-06-04 16:00:31,idle,SAMPLED_STATE,,54.53
2025-06-04 16:00:32,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-06-04 16:00:32,working_normal,SAMPLED_STATE,,329.08
2025-06-04 16:00:33,working_normal,SAMPLED_STATE,,397.75
2025-06-04 16:00:34,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.84s",
2025-06-04 16:00:34,idle,SAMPLED_STATE,,54.42
2025-06-04 16:00:35,idle,SAMPLED_STATE,,54.42
2025-06-04 16:00:36,idle,SAMPLED_STATE,,54.42
2025-06-04 16:00:37,idle,SAMPLED_STATE,,54.42
2025-06-04 16:00:38,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 16:00:38,working_normal,SAMPLED_STATE,,672.39
2025-06-04 16:00:39,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:40,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:41,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:42,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:43,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.29s",
2025-06-04 16:00:43,idle,SAMPLED_STATE,,54.42
2025-06-04 16:00:44,idle,SAMPLED_STATE,,54.42
2025-06-04 16:00:45,idle,SAMPLED_STATE,,54.42
2025-06-04 16:00:46,idle,SAMPLED_STATE,,54.42
2025-06-04 16:00:47,working_normal,WORKLOAD_START,"type:normal,size:5000",
2025-06-04 16:00:47,working_normal,SAMPLED_STATE,,817.34
2025-06-04 16:00:48,working_normal,SAMPLED_STATE,,817.34
2025-06-04 16:00:49,working_normal,SAMPLED_STATE,,1008.08
2025-06-04 16:00:50,working_normal,SAMPLED_STATE,,1008.16
2025-06-04 16:00:51,working_normal,SAMPLED_STATE,,1008.16
2025-06-04 16:00:52,working_normal,SAMPLED_STATE,,1008.14
2025-06-04 16:00:53,working_normal,SAMPLED_STATE,,1008.14
2025-06-04 16:00:54,working_normal,SAMPLED_STATE,,1008.14
2025-06-04 16:00:55,working_normal,WORKLOAD_END,"type:normal,size:5000,duration:7.59s",
2025-06-04 16:00:55,idle,SAMPLED_STATE,,54.48
2025-06-04 16:00:56,idle,SAMPLED_STATE,,54.48
2025-06-04 16:00:57,idle,SAMPLED_STATE,,54.48
2025-06-04 16:00:58,idle,SAMPLED_STATE,,54.48
2025-06-04 16:00:59,working_normal,WORKLOAD_START,"type:normal,size:5000",
2025-06-04 16:00:59,working_normal,SAMPLED_STATE,,817.40
2025-06-04 16:01:00,working_normal,SAMPLED_STATE,,1008.14
2025-06-04 16:01:01,working_normal,SAMPLED_STATE,,1008.14
2025-06-04 16:01:02,working_normal,SAMPLED_STATE,,1008.14
